nuts2_code,lisa_i,p_sim,quadrant,type_id
EL61,0.7953,0.023,LL,T7
EL62,-0.0,0.001,LL,T7
EL63,1.0493,0.043,LL,T7
EL64,0.536,0.113,ns,T7
EL65,0.444,0.221,ns,T7
ES11,0.1128,0.301,ns,T7
ES12,0.0704,0.307,ns,T7
ES13,0.0034,0.488,ns,T7
ES21,-0.0644,0.4,ns,T7
ES22,0.0008,0.5,ns,T7
ES23,-0.0164,0.493,ns,T7
ES24,0.0086,0.448,ns,T7
ES30,-0.2712,0.228,ns,T7
ES41,0.1038,0.123,ns,T7
ES42,0.3112,0.124,ns,T7
ES43,0.7639,0.038,LL,T7
SE12,2.0218,0.001,HH,T7
SE21,1.5437,0.003,HH,T7
SE22,2.3086,0.041,HH,T7
SE23,1.9062,0.003,HH,T7
SE31,0.7701,0.018,HH,T7
HU23,0.7825,0.042,LL,T7
HU31,0.4594,0.103,ns,T7
HU32,0.7007,0.025,LL,T7
HU33,0.7805,0.018,LL,T7
IE04,1.3885,0.02,HH,T7
IE05,1.7887,0.05,ns,T7
IE06,1.805,0.053,ns,T7
ITC1,0.2166,0.23,ns,T7
ITC2,-0.1454,0.438,ns,T7
ITC3,0.3321,0.232,ns,T7
ITC4,0.2604,0.043,LL,T7
ITF1,0.7638,0.049,LL,T7
ITF2,1.5226,0.016,LL,T7
ITF3,1.791,0.01,LL,T7
ITF4,2.2317,0.005,LL,T7
ITF5,2.5382,0.002,LL,T7
ES53,-0.0,0.001,LL,T7
ES61,0.67,0.019,LL,T7
ES62,0.5147,0.11,ns,T7
ES63,-0.0,0.001,LL,T7
ES64,-0.0,0.001,LL,T7
ES70,-0.0,0.001,LL,T7
FI19,0.7682,0.131,ns,T7
FI1B,1.6844,0.226,ns,T7
FI1C,1.0449,0.014,HH,T7
FI1D,0.758,0.074,ns,T7
FI20,0.0,0.001,HL,T7
FR10,-0.163,0.399,ns,T7
PL71,-0.0204,0.071,ns,T7
PL72,0.1921,0.255,ns,T7
PL81,0.3175,0.092,ns,T7
PL82,0.241,0.165,ns,T7
PL84,0.3461,0.116,ns,T7
PL91,-1.3709,0.231,ns,T7
PL92,0.1859,0.276,ns,T7
PT11,0.2074,0.157,ns,T7
PT15,0.8468,0.088,ns,T7
PT16,0.765,0.044,LL,T7
PT17,1.0194,0.06,ns,T7
PT18,1.0042,0.016,LL,T7
PT20,-0.0,0.001,LL,T7
PT30,-0.0,0.001,LL,T7
RO11,2.0972,0.001,LL,T7
RO12,3.5227,0.001,LL,T7
RO21,4.6065,0.001,LL,T7
RO22,4.3095,0.001,LL,T7
RO31,3.8929,0.001,LL,T7
RO32,1.4819,0.013,LL,T7
RO41,3.5267,0.002,LL,T7
RO42,0.7344,0.002,LL,T7
SE11,3.5156,0.089,ns,T7
SE32,0.4681,0.152,ns,T7
SE33,0.6536,0.153,ns,T7
SI03,0.0029,0.488,ns,T7
SI04,-0.0397,0.453,ns,T7
SK01,-0.0463,0.447,ns,T7
SK02,0.0846,0.325,ns,T7
SK03,0.2407,0.13,ns,T7
SK04,0.4486,0.122,ns,T7
NL12,0.1647,0.061,ns,T7
NL13,0.1776,0.229,ns,T7
NL21,0.311,0.16,ns,T7
NL22,0.5695,0.013,HH,T7
NL23,0.5553,0.061,ns,T7
NL31,0.5872,0.044,HH,T7
NL32,0.6415,0.114,ns,T7
NL33,0.6157,0.031,HH,T7
NL34,0.074,0.037,HH,T7
NL41,0.8774,0.09,ns,T7
NL42,0.4815,0.032,HH,T7
PL21,-0.0902,0.107,ns,T7
PL22,0.0126,0.182,ns,T7
PL41,0.1336,0.275,ns,T7
PL42,0.0735,0.354,ns,T7
PL43,-0.0834,0.398,ns,T7
PL51,-0.0979,0.258,ns,T7
PL52,0.12,0.34,ns,T7
PL61,0.2245,0.233,ns,T7
PL62,0.3002,0.227,ns,T7
PL63,-0.3415,0.107,ns,T7
HR05,-0.493,0.301,ns,T7
HR06,0.2777,0.164,ns,T7
CZ05,0.0139,0.457,ns,T8
CZ06,0.0591,0.146,ns,T8
CZ07,0.1838,0.08,ns,T8
CZ08,0.1743,0.169,ns,T8
DE11,2.0096,0.002,HH,T8
DE12,1.9153,0.001,HH,T8
DE13,1.6658,0.005,HH,T8
DE14,1.7555,0.002,HH,T8
DE21,1.1427,0.026,HH,T8
DE22,0.5621,0.068,ns,T8
DE23,0.8688,0.04,HH,T8
DE24,0.7809,0.017,HH,T8
DE25,1.9871,0.001,HH,T8
DE26,1.423,0.001,HH,T8
DE27,1.2482,0.002,HH,T8
DE30,0.9747,0.24,ns,T8
DEC0,0.5215,0.024,HH,T8
DED2,0.1599,0.349,ns,T8
DED4,0.4082,0.086,ns,T8
DED5,0.6876,0.04,HH,T8
DEE0,0.4548,0.013,HH,T8
DEF0,0.5938,0.076,ns,T8
DEG0,0.7357,0.007,HH,T8
DK01,-0.0346,0.445,ns,T8
AT31,0.0338,0.213,ns,T8
AT32,-0.0239,0.237,ns,T8
AT33,-0.0573,0.064,ns,T8
CY00,-0.0,0.001,LL,T8
CZ01,-0.1285,0.359,ns,T8
CZ02,0.0315,0.355,ns,T8
CZ03,-0.0446,0.37,ns,T8
CZ04,-0.312,0.126,ns,T8
DK03,0.0497,0.167,ns,T8
DK04,0.0037,0.467,ns,T8
DK05,-0.028,0.363,ns,T8
EE00,0.9248,0.146,ns,T8
EL30,0.7587,0.016,LL,T8
EL41,-0.0,0.001,LL,T8
DE40,0.4448,0.041,HH,T8
DE50,0.6998,0.055,ns,T8
DE60,1.0648,0.106,ns,T8
DE71,1.3882,0.002,HH,T8
DE72,0.9256,0.023,HH,T8
DE73,0.8338,0.001,HH,T8
DE80,0.3387,0.135,ns,T8
DE91,0.9329,0.011,HH,T8
DE92,0.9721,0.008,HH,T8
AT11,0.1122,0.183,ns,T8
AT12,0.0227,0.217,ns,T8
AT13,-0.0145,0.421,ns,T8
AT21,-0.0032,0.493,ns,T8
AT22,-0.006,0.346,ns,T8
ES51,0.527,0.179,ns,T8
ES52,0.0617,0.265,ns,T8
AT34,0.4475,0.064,ns,T8
BE10,0.0732,0.343,ns,T8
BE21,0.0471,0.199,ns,T8
BE22,-0.0865,0.18,ns,T8
BE23,0.006,0.45,ns,T8
BE24,0.0042,0.5,ns,T8
BE25,-0.018,0.431,ns,T8
BE31,-0.1117,0.37,ns,T8
BE32,-0.1289,0.241,ns,T8
BE33,-0.122,0.078,ns,T8
BE34,-0.0545,0.372,ns,T8
BE35,0.0164,0.463,ns,T8
BG31,3.6716,0.001,LL,T8
BG32,3.4574,0.001,LL,T8
BG33,2.8923,0.003,LL,T8
BG34,2.8353,0.003,LL,T8
BG41,1.1801,0.002,LL,T8
BG42,2.4915,0.004,LL,T8
LT02,0.6009,0.132,ns,T8
LU00,0.2008,0.32,ns,T8
LV00,1.2125,0.119,ns,T8
MT00,-0.0,0.001,LL,T8
NL11,0.2211,0.231,ns,T8
EL42,-0.0,0.001,LL,T8
EL43,-0.0,0.001,LL,T8
EL51,2.2648,0.02,LL,T8
EL52,2.3112,0.005,LL,T8
EL53,3.1834,0.007,LL,T8
EL54,3.1551,0.006,LL,T8
DK02,-0.0346,0.165,ns,T8
ITG2,-0.0,0.001,LL,T8
ITH1,0.0596,0.359,ns,T8
ITH2,0.1346,0.293,ns,T8
ITH3,0.1214,0.183,ns,T8
ITH4,0.0088,0.468,ns,T8
ITH5,0.3197,0.25,ns,T8
ITI1,0.12,0.201,ns,T8
ITI2,0.0317,0.343,ns,T8
ITI3,0.0682,0.204,ns,T8
ITI4,0.02,0.466,ns,T8
LT01,0.3312,0.188,ns,T8
DE93,0.699,0.003,HH,T8
DE94,0.5611,0.01,HH,T8
DEA1,0.9003,0.006,HH,T8
DEA2,1.0337,0.055,ns,T8
DEA3,0.6551,0.013,HH,T8
DEA4,0.9605,0.006,HH,T8
DEA5,0.8611,0.001,HH,T8
DEB1,0.8239,0.001,HH,T8
DEB2,0.5359,0.036,HH,T8
DEB3,1.19,0.007,HH,T8
FRB0,0.3873,0.037,HH,T8
FRC1,0.1339,0.008,HH,T8
FRC2,0.3326,0.134,ns,T8
FRD1,0.2463,0.123,ns,T8
FRD2,0.402,0.03,HH,T8
FRE1,-0.0444,0.419,ns,T8
FRE2,0.2386,0.111,ns,T8
FRF1,0.7582,0.002,HH,T8
FRF2,0.0666,0.199,ns,T8
FRF3,0.2387,0.05,ns,T8
FRG0,0.3415,0.157,ns,T8
FRH0,0.3411,0.245,ns,T8
FRI1,0.4138,0.1,ns,T8
FRI2,0.0304,0.05,ns,T8
FRI3,0.2403,0.158,ns,T8
FRJ1,0.4332,0.013,HH,T8
FRJ2,0.5435,0.073,ns,T8
FRK1,0.3316,0.069,ns,T8
FRK2,0.4455,0.11,ns,T8
FRL0,0.3768,0.176,ns,T8
FRM0,-0.0,0.001,LL,T8
FRY1,-0.0,0.001,LL,T8
FRY2,0.0,0.001,HL,T8
FRY3,-0.0,0.001,LL,T8
FRY4,0.0,0.001,HL,T8
FRY5,0.0,0.001,HL,T8
HR03,1.5626,0.083,ns,T8
HR02,2.4791,0.007,LL,T8
HU11,-0.0815,0.232,ns,T8
HU12,0.6302,0.016,LL,T8
HU21,1.0781,0.019,LL,T8
HU22,0.9199,0.01,LL,T8
ITF6,0.0708,0.351,ns,T8
ITG1,-0.0,0.001,LL,T8
EL61,3.0843,0.001,LL,T8
EL62,-0.0,0.001,LL,T8
EL63,3.354,0.003,LL,T8
EL64,2.4047,0.014,LL,T8
EL65,2.0611,0.059,ns,T8
ES11,0.0044,0.469,ns,T8
ES12,0.0733,0.366,ns,T8
ES13,0.1302,0.261,ns,T8
ES21,0.3048,0.181,ns,T8
ES22,0.2749,0.166,ns,T8
ES23,0.089,0.204,ns,T8
ES24,0.163,0.073,ns,T8
ES30,0.0673,0.484,ns,T8
ES41,0.0237,0.397,ns,T8
ES42,-0.008,0.318,ns,T8
ES43,0.0338,0.203,ns,T8
SE12,1.8095,0.001,HH,T8
SE21,1.3873,0.002,HH,T8
SE22,1.8317,0.036,HH,T8
SE23,1.5373,0.002,HH,T8
SE31,0.9849,0.009,HH,T8
HU23,1.6427,0.005,LL,T8
HU31,1.6118,0.006,LL,T8
HU32,1.6318,0.002,LL,T8
HU33,1.677,0.001,LL,T8
IE04,0.1223,0.306,ns,T8
IE05,0.1251,0.319,ns,T8
IE06,0.0452,0.255,ns,T8
ITC1,0.1731,0.066,ns,T8
ITC2,0.0599,0.178,ns,T8
ITC3,0.1304,0.113,ns,T8
ITC4,0.2102,0.155,ns,T8
ITF1,0.0103,0.45,ns,T8
ITF2,0.0002,0.461,ns,T8
ITF3,0.0114,0.424,ns,T8
ITF4,0.0501,0.341,ns,T8
ITF5,0.0541,0.291,ns,T8
ES53,0.0,0.001,HL,T8
ES61,-0.0031,0.183,ns,T8
ES62,0.0029,0.492,ns,T8
ES63,-0.0,0.001,LL,T8
ES64,0.0,0.001,HL,T8
ES70,0.0,0.001,HL,T8
FI19,1.741,0.026,HH,T8
FI1B,2.5321,0.093,ns,T8
FI1C,1.9247,0.002,HH,T8
FI1D,1.3554,0.007,HH,T8
FI20,0.0,0.001,HL,T8
FR10,0.7677,0.202,ns,T8
PL71,0.0078,0.321,ns,T8
PL72,0.021,0.407,ns,T8
PL81,0.0281,0.304,ns,T8
PL82,0.0683,0.192,ns,T8
PL84,0.0873,0.192,ns,T8
PL91,-0.2853,0.31,ns,T8
PL92,0.0094,0.45,ns,T8
PT11,0.0948,0.33,ns,T8
PT15,0.5289,0.212,ns,T8
PT16,0.472,0.167,ns,T8
PT17,0.8863,0.068,ns,T8
PT18,0.6495,0.111,ns,T8
PT20,-0.0,0.001,LL,T8
PT30,-0.0,0.001,LL,T8
RO11,4.4549,0.001,LL,T8
RO12,5.9007,0.001,LL,T8
RO21,6.5014,0.001,LL,T8
RO22,5.8626,0.001,LL,T8
RO31,5.6388,0.001,LL,T8
RO32,3.9952,0.017,LL,T8
RO41,6.0284,0.001,LL,T8
RO42,4.7569,0.001,LL,T8
SE11,3.0702,0.069,ns,T8
SE32,0.6812,0.114,ns,T8
SE33,0.7949,0.071,ns,T8
SI03,0.4433,0.01,LL,T8
SI04,0.0606,0.187,ns,T8
SK01,0.3055,0.099,ns,T8
SK02,0.9946,0.026,LL,T8
SK03,0.9878,0.042,LL,T8
SK04,1.2296,0.049,LL,T8
NL12,0.1747,0.112,ns,T8
NL13,0.1823,0.146,ns,T8
NL21,0.3311,0.078,ns,T8
NL22,0.4471,0.011,HH,T8
NL23,0.3219,0.101,ns,T8
NL31,0.3737,0.095,ns,T8
NL32,0.3964,0.157,ns,T8
NL33,0.4154,0.051,ns,T8
NL34,0.1244,0.21,ns,T8
NL41,0.4043,0.212,ns,T8
NL42,0.3786,0.048,HH,T8
PL21,-0.0659,0.075,ns,T8
PL22,0.0035,0.199,ns,T8
PL41,0.0149,0.4,ns,T8
PL42,-0.0199,0.349,ns,T8
PL43,-0.098,0.257,ns,T8
PL51,-0.012,0.426,ns,T8
PL52,0.0316,0.373,ns,T8
PL61,0.0336,0.376,ns,T8
PL62,0.1148,0.237,ns,T8
PL63,-0.0317,0.315,ns,T8
HR05,1.6585,0.107,ns,T8
HR06,1.8735,0.011,LL,T8
